SpeciesSciName,fishbaseName,Genus,Species,Loo,K,Winfinity,tmax,tm,M,Lm,Temperature,maximum.length,Ecotype,common.name,LFI_Fung_list,DEMPEL,Order,Group,LFI_OSPAR_list
Maurolicus muelleri,Maurolicus muelleri,Maurolicus,muelleri,6.641879369,0.819730123,2.168174166,3.213052627,0.932204336,1.375661495,4.503243115,6.255773853,11,Bathypelagic,Pearlside,,Pelagic,Stomiiformes,Other,Pelagic
Melanogrammus aeglefinus,Melanogrammus aeglefinus,Melanogrammus,aeglefinus,68.30008895,0.238768679,2838.542083,12.86928836,2.587949667,0.35426502,35.10394082,8.673701491,87,Demersal,Haddock,Demersal,Demersal,Gadiformes,Gadiformes,Demersal
Melanonus zugmayeri,Melanonus zugmayeri,Melanonus,zugmayeri,53.46387612,0.216515962,1173.399158,12.95609051,3.699968765,0.37387168,30.64003068,12.53136436,21,Bathypelagic,Arrowtail,,Demersal,Gadiformes,Gadiformes,Pelagic
Melanostomias bartonbeani,Melanostomias bartonbeani,Melanostomias,bartonbeani,23.53975671,0.423800313,85.86945688,6.273550591,1.825042802,0.668768087,14.26973939,7.239542332,26,Bathypelagic,Scaleless black dragonfish,,Demersal,Stomiiformes,Other,Pelagic
Merlangius merlangus,Merlangius merlangus,Merlangius,merlangus,44.33877533,0.292296097,800.183293,9.665445892,2.094891194,0.471925194,23.8411333,8.952892406,80,Benthopelagic,Whiting,Demersal,Demersal,Gadiformes,Gadiformes,Demersal
Merluccius merluccius,Merluccius merluccius,Merluccius,merluccius,81.17182429,0.140354938,3684.457335,12.36453723,3.235970422,0.319423286,33.96894896,13.77911769,130,Demersal,Hake,Demersal,Demersal,Gadiformes,Gadiformes,Demersal
Micrenophrys lilljeborgii,Micrenophrys lilljeborgii,Micrenophrys,lilljeborgii,25.38502199,0.233773611,176.4066223,9.932882231,3.053365897,0.411419884,14.52441227,9.909149647,10,Demersal,Norway bullhead,,Demersal,Scorpaeniformes,Scorpaeniformes,Demersal
Microchirus azevia,Microchirus azevia,Microchirus,azevia,33.59462251,0.262460861,401.9558782,16.28659648,3.666144907,0.297917973,21.81348949,13.19141356,33,Demersal,Soles,,Demersal,Pleuronectiformes,Pleuronectiformes,Demersal
Microchirus boscanion,Microchirus boscanion,Microchirus,boscanion,29.10891556,0.295755609,254.5128315,13.70430016,2.99184187,0.347813631,18.24135678,13.67531613,17,Demersal,Lusitanian sole,,Demersal,Pleuronectiformes,Pleuronectiformes,Demersal
Microchirus ocellatus,Microchirus ocellatus,Microchirus,ocellatus,29.10891556,0.295755609,254.5128315,13.70430016,2.99184187,0.347813631,18.24135678,13.67531613,15,Demersal,Foureyed sole,,Demersal,Pleuronectiformes,Pleuronectiformes,Demersal
Microchirus variegatus,Microchirus variegatus,Microchirus,variegatus,20.52374817,0.352022123,88.23935554,11.70267456,2.538406282,0.40796208,13.44747046,11.82338493,29,Demersal,Thickback sole,Demersal,Demersal,Pleuronectiformes,Pleuronectiformes,Demersal
Micromesistius poutassou,Micromesistius poutassou,Micromesistius,poutassou,35.87069793,0.28268919,350.9686714,12.05687036,3.036645905,0.413755423,23.43814133,12.15022769,47,Bathypelagic,Blue whiting,,Pelagic,Gadiformes,Gadiformes,Pelagic
Microstomus kitt,Microstomus kitt,Microstomus,kitt,38.55072953,0.214216577,994.1470524,26.74626023,6.559481013,0.22617592,26.54519621,10.13174795,63,Demersal,Lemon sole,Demersal,Demersal,Pleuronectiformes,Pleuronectiformes,Demersal
Mola mola,Mola mola,Mola,mola,284.194256,0.201868185,219673.3469,14.32197063,4.45899786,0.349905513,133.5537652,20.34606531,100,Pelagic,Ocean sunfish,,Pelagic,Tetraodontiformes,Other,Pelagic
Molva dypterygia,Molva dypterygia,Molva,dypterygia,137.6495022,0.131493924,13984.72619,20.36722806,6.337971721,0.22853843,74.57834146,8.962669349,125,Demersal,Blue ling,Demersal,Demersal,Gadiformes,Gadiformes,Demersal
Molva macrophthalma,Molva macrophthalma,Molva,macrophthalma,109.5878433,0.141816001,10953.75363,19.40487812,6.196209864,0.259288605,62.36041238,9.440113749,132,Demersal,Spanish ling,,Demersal,Gadiformes,Gadiformes,Demersal
Molva molva,Molva molva,Molva,molva,147.3996641,0.118577201,38544.01032,24.01753965,8.002003866,0.233142838,84.11644476,9.127989782,155,Demersal,Ling,Demersal,Demersal,Gadiformes,Gadiformes,Demersal
Monochirus hispidus,Monochirus hispidus,Monochirus,hispidus,13.31470025,0.41441244,33.30828603,8.144525388,1.644916962,0.567346752,7.883555465,14.22955059,23,Demersal,Whiskered sole,,Demersal,Pleuronectiformes,Pleuronectiformes,Demersal
Monolene microstoma,Monolene microstoma,Monolene,microstoma,23.84068289,0.383990088,109.4370503,7.861501519,1.676756646,0.570175858,12.11581109,15.30968111,16,Demersal,Smallmouth moonflounder,,Demersal,Pleuronectiformes,Pleuronectiformes,Demersal
Mora moro,Mora moro,Mora,moro,61.17935044,0.128607919,1897.060012,20.20674573,6.147091329,0.234053034,35.81462169,10.13325824,68,Bathypelagic,Mora,,Demersal,Gadiformes,Gadiformes,Pelagic
Mugil cephalus,Mugil cephalus,Mugil,cephalus,59.69639333,0.247450922,2061.674576,14.9483407,3.852972252,0.328870344,34.68686389,19.28253569,54,Benthopelagic,Flathead (grey) mullet,,Demersal,Perciformes,Other,Demersal
Mullus barbatus barbatus,Mullus barbatus barbatus,Mullus,barbatus,NA,NA,NA,NA,NA,NA,NA,NA,33,Demersal,Red mullet,,Demersal,Perciformes,Other,Demersal
Mullus surmuletus,Mullus surmuletus,Mullus,surmuletus,31.07467737,0.280739344,300.1669405,8.09192923,1.258647026,0.456524368,16.10696988,18.4911093,55,Demersal,Striped red mullet,Demersal,Demersal,Perciformes,Other,Demersal
Muraena helena,Muraena helena,Muraena,helena,158.6496417,0.092601991,24974.73553,22.55117415,6.998938686,0.178146958,73.49007281,14.19076111,115,Demersal,Mediterranean moray,,Demersal,Anguilliformes,Other,Demersal
Mustelus asterias,Mustelus asterias,Mustelus,asterias,115.3178514,0.167521014,7946.855731,15.30067121,5.417310179,0.240176521,71.08821574,15.19655224,151,Demersal,Starry smooth hound,Demersal,Demersal,Carcharhiniformes,Elasmobranchii,Demersal
Mustelus mustelus,Mustelus mustelus,Mustelus,mustelus,157.2883669,0.1244111,22365.6467,20.19084379,7.116171497,0.189292458,91.49064823,19.79582236,186,Demersal,Smooth hound,Demersal,Demersal,Carcharhiniformes,Elasmobranchii,Demersal
Myctophum punctatum,Myctophum punctatum,Myctophum,punctatum,9.147623388,0.36844404,7.16565263,5.365765762,1.654024524,0.896842537,5.285615749,13.80887656,14,Bathypelagic,Spotted lanternfish,,Pelagic,Myctophiformes,Other,Pelagic
Myliobatis aquila,Myliobatis aquila,Myliobatis,aquila,109.4838982,0.147357792,5322.3465,14.46361665,5.236695085,0.281172069,57.10482155,18.01699551,187,Benthopelagic,Common eagle ray,,Demersal,Myliobatiformes,Elasmobranchii,Demersal
Myoxocephalus quadricornis,Myoxocephalus quadricornis,Myoxocephalus,quadricornis,36.70566012,0.268835416,468.8551097,9.523257327,2.886659707,0.43751825,20.59390022,11.33009122,21,Demersal,Four-horn sculpin,Demersal,Demersal,Scorpaeniformes,Scorpaeniformes,Demersal
Myoxocephalus scorpioides,Myoxocephalus scorpioides,Myoxocephalus,scorpioides,39.3025915,0.269705816,564.3656816,9.603591157,2.907022406,0.434181388,21.96025655,11.44221301,27,Demersal,Arctic sculpin,Demersal,Demersal,Scorpaeniformes,Scorpaeniformes,Demersal
Myoxocephalus scorpius,Myoxocephalus scorpius,Myoxocephalus,scorpius,24.57436102,0.412404185,129.8396177,6.79825658,2.018186298,0.627966973,14.67744581,9.870557682,35,Demersal,Bullrout,Demersal,Demersal,Scorpaeniformes,Scorpaeniformes,Demersal
Myxine glutinosa,Myxine glutinosa,Myxine,glutinosa,93.40017188,0.148906901,5780.724111,17.69957656,6.17734846,0.256751681,54.30540958,13.29509982,79,Demersal,Hagfish,Demersal,Demersal,Myxiniformes,Other,Demersal
Nansenia tenera,Nansenia tenera,Nansenia,tenera,19.87093983,0.519249046,60.56972746,6.159839161,2.036391784,0.88383161,13.52569688,12.4113074,13,Pelagic,Pencil smelts,,Pelagic,Osmeriformes,Other,Pelagic
Naucrates ductor,Naucrates ductor,Naucrates,ductor,38.76772007,2.051430325,371.4248025,2.561032893,0.614697832,2.874539377,22.98185003,21.6667182,31,Demersal,Pilotfish,,Demersal,Perciformes,Other,Demersal
Nemichthys scolopaceus,Nemichthys scolopaceus,Nemichthys,scolopaceus,103.3089935,0.199521435,4564.349943,13.06754014,3.94883026,0.311219849,54.58435767,5.732025973,114,Bathypelagic,Slender snipe eel,,Demersal,Anguilliformes,Other,Pelagic
Neoraja iberica,Neoraja iberica,Neoraja,iberica,104.3380965,0.140703815,6417.451776,15.87432149,7.81621934,0.254206491,69.10121897,14.06143674,35,Bathydemersal,Iberian pygmy skate,,Demersal,Rajiformes,Elasmobranchii,Demersal
Nerophis lumbriciformis,Nerophis lumbriciformis,Nerophis,lumbriciformis,17.111355,0.943527515,8.769720481,4.011032326,0.911328004,1.007535678,10.18855864,14.25436187,13,Demersal,Worm pipefish,,Demersal,Syngnathiformes,Other,Demersal
Nerophis ophidion,Nerophis ophidion,Nerophis,ophidion,16.05902096,0.92544018,6.583101837,4.125470034,0.935379007,0.952714328,9.812528176,10.87257023,40,Demersal,Straight-nosed pipefish,Demersal,Demersal,Syngnathiformes,Other,Demersal
Nesiarchus nasutus,Nesiarchus nasutus,Nesiarchus,nasutus,52.0019582,0.276192504,1046.394165,12.18934701,2.940901329,0.422597733,28.53905158,17.00630775,75,Benthopelagic,Black gemfish,,Demersal,Perciformes,Other,Demersal
Nessorhamphus ingolfianus,Nessorhamphus ingolfianus,Nessorhamphus,ingolfianus,76.68788782,0.18596533,2535.509802,12.85846315,3.863098583,0.325239852,39.4728063,11.84452303,46,Bathypelagic,Duckbill oceanic eel,,Demersal,Anguilliformes,Other,Pelagic
Nettastoma melanurum,Nettastoma melanurum,Nettastoma,melanurum,72.99330569,0.206294456,2009.118565,12.11337341,3.610208409,0.34301195,38.53892681,9.819161636,60,Bathydemersal,Blackfin scorcerer,,Demersal,Anguilliformes,Other,Demersal
Nezumia,Oreochromis niloticus,Oreochromis,niloticus,24.97865234,2.028049158,411.0415687,5.878644224,1.137615738,1.627238776,20.98252884,25.3208835,11,Benthopelagic,Rattails,,Demersal,Gadiformes,Gadiformes,Demersal
Nezumia aequalis,Nezumia aequalis,Nezumia,aequalis,40.27811877,0.165908203,441.9449094,19.93211823,5.669518513,0.281442964,24.64925094,13.42564032,49,Benthopelagic,Common Atlantic Grenadier,,Demersal,Gadiformes,Gadiformes,Demersal
Nezumia sclerorhynchus,Nezumia sclerorhynchus,Nezumia,sclerorhynchus,31.54520041,0.151636563,246.9743119,20.07951353,5.779697547,0.280405771,19.22989756,14.72805574,18,Bathypelagic,Roughtip grenadier,,Demersal,Gadiformes,Gadiformes,Pelagic
Notacanthus bonaparte,Notacanthus bonaparte,Notacanthus,bonaparte,33.7236805,0.346738912,327.8308349,7.622939544,2.223921258,0.616344558,18.8154381,16.50669439,35,Bathypelagic,Shortfin spiny eel,,Demersal,Notacanthiformes,Other,Pelagic
Notoscopelus,Oreochromis niloticus,Oreochromis,niloticus,24.97865234,2.028049158,411.0415687,5.878644224,1.137615738,1.627238776,20.98252884,25.3208835,15,Pelagic,Lanternfishes,,Pelagic,Myctophiformes,Other,Pelagic
Notoscopelus elongatus,Notoscopelus elongatus,Notoscopelus,elongatus,12.87974394,0.501086626,32.13950067,5.017502918,1.587333664,1.047953493,8.222195753,9.022456253,5,Pelagic,Lanternfishes,,Pelagic,Myctophiformes,Other,Pelagic
Notoscopelus kroyeri,Notoscopelus kroyeri,Notoscopelus,kroyeri,15.02841935,0.363782213,43.01653748,6.078447002,1.951249081,0.832581178,8.96831006,10.87018806,17,Pelagic,Lancet fish,,Pelagic,Myctophiformes,Other,Pelagic
Ophichthus rufus,Ophichthus rufus,Ophichthus,rufus,79.07844913,0.202880832,2356.073325,12.46392975,3.732984112,0.329266989,42.03962657,7.766333962,55,Demersal,Rufus snake-eel,,Demersal,Anguilliformes,Other,Demersal
Ophidion barbatum,Ophidion barbatum,Ophidion,barbatum,58.89839635,0.22697659,1353.30883,12.72083221,3.685527777,0.387173664,32.36794764,13.29968244,33,Demersal,Snake blenny,,Demersal,Ophidiiformes,Other,Demersal
Ophisurus serpens,Ophisurus serpens,Ophisurus,serpens,77.87399589,0.19423903,2444.145456,12.65965961,3.797484119,0.327247226,40.73600418,9.805428495,167,Demersal,Serpent eel,,Demersal,Anguilliformes,Other,Demersal
Opisthoproctus soleatus,Opisthoproctus soleatus,Opisthoproctus,soleatus,18.39431483,0.507498041,46.51375324,6.3719103,2.090278199,0.835972288,12.80801023,10.18430352,4,Bathypelagic,Barrel-eye,,Demersal,Osmeriformes,Other,Pelagic
Osmerus eperlanus,Osmerus eperlanus,Osmerus,eperlanus,23.18760821,0.33290047,69.31689004,9.225971104,3.740577997,0.574454575,17.44224473,3.716217685,27,Pelagic,Smelt,,Pelagic,Osmeriformes,Other,Pelagic
Oxynotus centrina,Oxynotus centrina,Oxynotus,centrina,117.9278776,0.09035523,9217.171365,28.98686186,13.3969301,0.155743659,78.29739416,13.21646287,61,Bathydemersal,Angular roughshark,,Demersal,Squaliformes,Elasmobranchii,Demersal
Oxynotus paradoxus,Oxynotus paradoxus,Oxynotus,paradoxus,117.9278776,0.09035523,9217.171365,28.98686186,13.3969301,0.155743659,78.29739416,13.21646287,70,Bathydemersal,Sailfin roughshark,,Demersal,Squaliformes,Elasmobranchii,Demersal
Pagellus acarne,Pagellus acarne,Pagellus,acarne,31.10272608,0.242389679,424.4111301,9.275779966,2.429840605,0.413668728,16.67952169,17.37497416,42,Benthopelagic,Spanish sea bream,,Demersal,Perciformes,Other,Demersal
Pagellus bellottii,Pagellus bellottii,Pagellus,bellottii,35.56850782,0.272624669,607.170611,8.70948934,2.178473564,0.503395389,17.68408819,24.06018017,30,Demersal,Red pandora,,Demersal,Perciformes,Other,Demersal
Pagellus bogaraveo,Pagellus bogaraveo,Pagellus,bogaraveo,53.61573108,0.136200374,2523.198448,14.16441502,3.849419903,0.262152832,26.54410981,13.52085406,41,Benthopelagic,Red sea bream,,Demersal,Perciformes,Other,Demersal
Pagellus erythrinus,Pagellus erythrinus,Pagellus,erythrinus,37.83793869,0.190934979,654.11138,11.54638442,2.920109777,0.353385898,18.86863338,19.21105496,50,Benthopelagic,Pandora,Demersal,Demersal,Perciformes,Other,Demersal
Pagrus auriga,Pagrus auriga,Pagrus,auriga,56.38033188,0.169482694,2915.852259,14.47743706,3.643826916,0.33414367,27.50492525,19.2436557,60,Benthopelagic,Redbanded seabream,,Demersal,Perciformes,Other,Demersal
Pagrus caeruleostictus,Pagrus caeruleostictus,Pagrus,caeruleostictus,42.36510548,0.237833889,1564.324467,10.66754848,2.66538049,0.489616676,20.79862387,24.65149107,15,Benthopelagic,Bluespotted seabream,,Demersal,Perciformes,Other,Demersal
Pagrus pagrus,Pagrus pagrus,Pagrus,pagrus,56.36349629,0.162559304,3219.374844,14.89347393,3.77212561,0.334800485,27.19981041,20.95907075,99,Benthopelagic,Common seabream,,Demersal,Perciformes,Other,Demersal
Parablennius gattorugine,Parablennius gattorugine,Parablennius,gattorugine,17.84261703,0.504490928,59.67123411,6.005828578,1.450218634,0.929875411,10.08076815,19.14075211,17,Demersal,Tompot blenny,,Demersal,Perciformes,Other,Demersal
Paralepis coregonoides,Paralepis coregonoides,Paralepis,coregonoides,23.10341333,0.59904822,73.24824092,4.473815881,1.316700025,1.006509349,13.44051952,13.55849016,21,Bathypelagic,Sharpchin barracudina,,Demersal,Aulopiformes,Other,Pelagic
Paraliparis membranaceus,Paraliparis membranaceus,Paraliparis,membranaceus,26.30110068,0.410708064,167.4313019,7.373280111,2.201526147,0.639618029,15.814392,12.90266385,8,Bathydemersal,Snailfish,,Demersal,Scorpaeniformes,Scorpaeniformes,Demersal
Parapristipoma octolineatum,Parapristipoma octolineatum,Parapristipoma,octolineatum,42.5077326,0.286999967,868.682264,12.0161657,2.799402323,0.603495564,22.22193199,21.75528884,27,Demersal,African striped grunt,,Demersal,Perciformes,Other,Demersal
Parasudis fraserbrunneri,Parasudis fraserbrunneri,Parasudis,fraserbrunneri,24.81625008,0.414446871,102.8202601,5.931292015,1.796798176,0.743429501,14.27687877,13.27369035,20,Bathydemersal,Greeneye,,Demersal,Aulopiformes,Other,Demersal
Pegusa lascaris,Pegusa lascaris,Pegusa,lascaris,29.03282659,0.355852078,236.7261982,13.98212051,2.863952241,0.367968461,19.05484564,13.04741929,35,Demersal,Sand sole,Demersal,Demersal,Pleuronectiformes,Pleuronectiformes,Demersal
Peristedion cataphractum,Peristedion cataphractum,Peristedion,cataphractum,34.23320295,0.230496514,420.5172871,11.4993117,3.504017617,0.38875522,19.61049675,12.60550149,30,Demersal,African armoured searobin,,Demersal,Scorpaeniformes,Scorpaeniformes,Demersal
Petromyzon marinus,Petromyzon marinus,Petromyzon,marinus,48.18340887,0.170045422,971.2990247,10.91610316,4.373156366,0.432913529,26.81256874,15.66531681,80,Demersal,Sea lamprey,Demersal,Demersal,Petromyzontiformes,Other,Demersal
Pholis gunnellus,Pholis gunnellus,Pholis,gunnellus,23.64653551,0.329976744,135.7259016,9.663714285,2.356962897,0.532405522,14.21755895,11.51231839,34,Demersal,Butterfish,Demersal,Demersal,Perciformes,Other,Demersal
Photostomias guernei,Photostomias guernei,Photostomias,guernei,23.53975671,0.423800313,85.86945688,6.273550591,1.825042802,0.668768087,14.26973939,7.239542332,10,Bathypelagic,Barbeled dragonfish,,Demersal,Stomiiformes,Other,Pelagic
Phrynorhombus norvegicus,Phrynorhombus norvegicus,Phrynorhombus,norvegicus,39.13470131,0.273074072,641.5644991,10.36003038,2.181535553,0.447863876,18.15806594,15.27173339,15,Demersal,Norwegian topknot,Demersal,Demersal,Pleuronectiformes,Pleuronectiformes,Demersal
Phycis blennoides,Phycis blennoides,Phycis,blennoides,49.27661892,0.305055473,850.4489631,7.489931522,2.091680756,0.458768983,26.71618144,14.4747552,81,Benthopelagic,Greater forkbeard,Demersal,Demersal,Gadiformes,Gadiformes,Demersal
Phycis phycis,Phycis phycis,Phycis,phycis,60.94122415,0.239356565,1597.293327,6.023915429,1.978702631,0.50335007,28.65601431,15.71012233,50,Benthopelagic,Forkbeard,,Demersal,Gadiformes,Gadiformes,Demersal
Physiculus dalwigki,Physiculus dalwigki,Physiculus,dalwigki,56.8028357,0.198222489,1375.001169,14.824057,4.403570555,0.333512134,34.05741734,11.59407685,26,Benthopelagic,Black codling,,Demersal,Gadiformes,Gadiformes,Demersal
Platichthys flesus,Platichthys flesus,Platichthys,flesus,40.90169646,0.284927808,837.1626865,13.66009513,2.49041907,0.249598016,21.28569082,11.43947224,61,Demersal,Flounder,Demersal,Demersal,Pleuronectiformes,Pleuronectiformes,Demersal
Plectorhinchus mediterraneus,Plectorhinchus mediterraneus,Plectorhinchus,mediterraneus,61.70764504,0.21004962,2916.09553,21.25716464,4.562033626,0.371915952,34.64007681,20.93444553,33,Demersal,Rubberlip grunt,,Demersal,Perciformes,Other,Demersal
Pleuronectes platessa,Pleuronectes platessa,Pleuronectes,platessa,54.1674964,0.138225442,1752.775646,26.61249284,3.913002431,0.143922487,24.56793235,11.31441005,67,Demersal,Plaice,Demersal,Demersal,Pleuronectiformes,Pleuronectiformes,Demersal
Pollachius pollachius,Pollachius pollachius,Pollachius,pollachius,78.61653784,0.206110493,4823.438439,13.32540323,3.245919916,0.403529881,40.4817659,11.76149293,98,Benthopelagic,Pollack,Demersal,Demersal,Gadiformes,Gadiformes,Demersal
Pollachius virens,Pollachius virens,Pollachius,virens,118.8328116,0.135178766,18362.00759,24.46621588,5.279708306,0.213934974,62.06225357,8.775071601,126,Demersal,Saithe,Demersal,Demersal,Gadiformes,Gadiformes,Demersal
Polymetme corythaeola,Polymetme corythaeola,Polymetme,corythaeola,11.82691359,0.949212639,11.13879863,2.692742628,0.80075536,1.623109114,7.282843406,12.06347505,25,Benthopelagic,Rendezvous fish,,Demersal,Stomiiformes,Other,Demersal
Polymetme thaeocoryla,Polymetme thaeocoryla,Polymetme,thaeocoryla,11.82691359,0.949212639,11.13879863,2.692742628,0.80075536,1.623109114,7.282843406,12.06347505,21,Bathydemersal,Lightfish,,Demersal,Stomiiformes,Other,Demersal
Polyprion americanus,Polyprion americanus,Polyprion,americanus,128.5731163,0.079041631,35076.71312,36.15951811,10.28659502,0.131956242,75.40311689,15.42660393,62,Demersal,Wreckfish,,Demersal,Perciformes,Other,Demersal
Pomadasys incisus,Pomadasys incisus,Pomadasys,incisus,32.35322926,0.291920784,729.1377918,10.34448947,2.514943232,0.748605858,16.62864218,23.70747845,29,Demersal,Bastard grunt,,Demersal,Perciformes,Other,Demersal
Pomatomus saltatrix,Pomatomus saltatrix,Pomatomus,saltatrix,99.85379555,0.18544866,9538.00163,9.63929677,2.677902438,0.378864828,42.69898588,23.09414955,37,Pelagic,Bluefish,,Pelagic,Perciformes,Other,Pelagic
Pontinus kuhlii,Pontinus kuhlii,Pontinus,kuhlii,47.26281826,0.106435479,1218.81553,17.65403937,5.0929481,0.22272254,22.25533239,12.14949402,22,Bathydemersal,Offshore rockfish,,Demersal,Scorpaeniformes,Scorpaeniformes,Demersal
Poromitra capito,Poromitra capito,Poromitra,capito,20.14858006,0.241977526,86.68080214,9.082454539,2.726890883,0.493709747,11.49981703,13.57435428,10,Bathypelagic,Ridgehead,,Demersal,Stephanoberyciformes,Other,Pelagic
Protomyctophum arcticum,Protomyctophum arcticum,Protomyctophum,arcticum,9.461291883,0.657286867,8.326966067,3.568326793,1.11430565,1.49470543,5.712577048,15.12030665,6,Bathypelagic,Artic telescope,,Demersal,Myctophiformes,Other,Pelagic
Pteroplatytrygon violacea,Pteroplatytrygon violacea,Pteroplatytrygon,violacea,111.5147576,0.179425955,4123.966525,16.79355121,5.150554741,0.287905185,58.20872262,19.64736921,130,Pelagic,Pelagic stingray,,Pelagic,Myliobatiformes,Elasmobranchii,Pelagic
Pterycombus brama,Pterycombus brama,Pterycombus,brama,45.3072961,0.261209286,1031.757439,11.90282522,2.932725905,0.443826028,24.65146707,18.04590342,42,Pelagic,Atlantic fanfish,,Pelagic,Perciformes,Other,Pelagic
Raja asterias,Raja asterias,Raja,asterias,99.38040121,0.14946815,5559.074975,15.41779695,7.103181946,0.265035522,68.5612061,12.53261673,76,Demersal,Mediterranean starry ray,,Demersal,Rajiformes,Elasmobranchii,Demersal
Raja brachyura,Raja brachyura,Raja,brachyura,127.8663116,0.133145486,11030.88245,17.96808005,8.819621236,0.232908862,91.34169508,9.952162944,109,Demersal,Blond ray,Demersal,Demersal,Rajiformes,Elasmobranchii,Demersal
Raja clavata,Raja clavata,Raja,clavata,118.0339077,0.130670605,8409.870969,16.11804939,6.94973547,0.226459535,78.41138136,9.918039575,116,Demersal,Thornback ray,Demersal,Demersal,Rajiformes,Elasmobranchii,Demersal
Raja microocellata,Raja microocellata,Raja,microocellata,118.766823,0.118487944,9607.230824,18.21844069,8.590981839,0.220619797,79.78013562,11.89209379,89,Demersal,Small eyed ray,Demersal,Demersal,Rajiformes,Elasmobranchii,Demersal
Raja miraletus,Raja miraletus,Raja,miraletus,91.90384018,0.167759776,4454.335962,13.97371517,6.409773163,0.29750507,63.65896323,13.62499641,59,Demersal,Brown ray,,Demersal,Rajiformes,Elasmobranchii,Demersal
Raja montagui,Raja montagui,Raja,montagui,79.89800408,0.189917789,2702.206344,12.80096465,5.887921504,0.324263136,57.5508915,10.90693811,102,Demersal,Spotted ray,Demersal,Demersal,Rajiformes,Elasmobranchii,Demersal
Raja undulata,Raja undulata,Raja,undulata,104.0578049,0.138056004,7274.080308,15.85187258,7.367723942,0.263433594,69.14980277,16.38948148,101,Demersal,Undulate ray,Demersal,Demersal,Rajiformes,Elasmobranchii,Demersal
Rajella bathyphila,Rajella bathyphila,Rajella,bathyphila,104.3380965,0.140703815,6417.451776,15.87432149,7.81621934,0.254206491,69.10121897,14.06143674,110,Bathydemersal,Deepwater ray,,Demersal,Rajiformes,Elasmobranchii,Demersal
Rajella fyllae,Rajella fyllae,Rajella,fyllae,104.3380965,0.140703815,6417.451776,15.87432149,7.81621934,0.254206491,69.10121897,14.06143674,50,Bathydemersal,Round ray,,Demersal,Rajiformes,Elasmobranchii,Demersal
Raniceps raninus,Raniceps raninus,Raniceps,raninus,47.22264175,0.26134014,901.9334265,10.72488029,2.568437138,0.451890863,26.39969834,9.275841116,25,Demersal,Tadpole fish,Demersal,Demersal,Gadiformes,Gadiformes,Demersal
Ranzania laevis,Ranzania laevis,Ranzania,laevis,69.98273852,0.314537322,4264.27112,8.484071169,2.637595746,0.613274436,36.60859213,19.89721293,28,Pelagic,Slender sunfish,,Pelagic,Tetraodontiformes,Other,Pelagic
Remora remora,Remora remora,Remora,remora,38.5911169,0.352035021,627.0822865,9.393363702,2.283093115,0.582582066,21.37318379,19.62415505,13,Pelagic,Shark sucker,,Pelagic,Perciformes,Other,Pelagic
Rostroraja alba,Rostroraja alba,Rostroraja,alba,104.3380965,0.140703815,6417.451776,15.87432149,7.81621934,0.254206491,69.10121897,14.06143674,143,Demersal,White skate,,Demersal,Rajiformes,Elasmobranchii,Demersal
Ruvettus pretiosus,Ruvettus pretiosus,Ruvettus,pretiosus,52.0019582,0.276192504,1046.394165,12.18934701,2.940901329,0.422597733,28.53905158,17.00630775,75,Benthopelagic,Oilfish,,Demersal,Perciformes,Other,Demersal
Sagamichthys schnakenbecki,Sagamichthys schnakenbecki,Sagamichthys,schnakenbecki,29.49823837,0.513037129,153.980532,6.882901508,2.247890781,0.763983655,20.3280262,8.01840032,29,Bathypelagic,Schnakenbeck's searsid,,Demersal,Osmeriformes,Other,Pelagic
Salmo,Oreochromis niloticus,Oreochromis,niloticus,24.97865234,2.028049158,411.0415687,5.878644224,1.137615738,1.627238776,20.98252884,25.3208835,66,Benthopelagic,Salmo,,Demersal,Salmoniformes,Other,Other
Salmo salar,Salmo salar,Salmo,salar,135.8590141,0.284987922,20780.49272,7.719307539,2.684568617,0.578159609,64.61268217,10.45268957,72,Benthopelagic,Salmon,,Demersal,Salmoniformes,Other,Other
Salmo trutta trutta,Salmo trutta,Salmo,trutta,53.02987909,0.24839468,1723.863665,6.82795447,2.232177626,0.582116789,24.458788,9.484748396,72,Pelagic,Sea trout,,Pelagic,Salmoniformes,Other,Other
Sander lucioperca,Sander lucioperca,Sander,lucioperca,85.39194123,0.161135638,5265.33924,7.433603534,2.794542794,0.452824515,33.07696624,13.81105275,6,Pelagic,Pike perch,,Pelagic,Perciformes,Other,Pelagic
Sarda sarda,Sarda sarda,Sarda,sarda,79.36250668,0.447536727,4082.504205,3.368117064,1.189624815,0.9654786,37.08083596,15.89355632,58,Pelagic,Atlantic bonito,,Pelagic,Perciformes,Other,Pelagic
Sardina pilchardus,Sardina pilchardus,Sardina,pilchardus,20.26256051,0.403210641,62.42238445,8.359377626,2.550037652,0.483738303,13.93950038,18.20093568,31,Pelagic,Pilchard,,Pelagic,Clupeiformes,Other,Pelagic
Sardinella aurita,Sardinella aurita,Sardinella,aurita,28.45465944,0.49353392,186.0323814,6.894120585,2.340546266,0.77160976,18.70508903,17.38531306,34,Pelagic,Round sardinella,,Pelagic,Clupeiformes,Other,Pelagic
Sarpa salpa,Sarpa salpa,Sarpa,salpa,43.7354473,0.229101673,1292.256663,11.9484156,2.842162495,0.430449255,21.72822758,21.82240229,38,Benthopelagic,Salema,,Demersal,Perciformes,Other,Other
